"n","llf","llf.bias","llf.cr","llf.se","truth"
1000,0.0733558725048467,-0.0258415891514941,1,0.0417280949277901,0.0991974616563409
1000,0.038864153833969,-0.0603333078223719,1,0.0422658639714863,0.0991974616563409
1000,0.0935605498299577,-0.00563691182638315,1,0.0374828740486662,0.0991974616563409
1000,0.0943030410218308,-0.00489442063451007,1,0.0294030148421966,0.0991974616563409
1000,0.0121788046666571,-0.0870186569896838,0,0.0359625563064466,0.0991974616563409
1000,0.102618294773646,0.00342083311730529,1,0.0224700170891637,0.0991974616563409
1000,0.0919752912558167,-0.00722217040052414,1,0.0221408803972274,0.0991974616563409
1000,0.0459580710250629,-0.053239390631278,0,0.0259416627363422,0.0991974616563409
1000,-0.0242088793637056,-0.123406341020046,0,0.0448505326025167,0.0991974616563409
1000,0.103091313340703,0.00389385168436213,1,0.0399268128123816,0.0991974616563409
1000,0.133852312838822,0.0346548511824811,1,0.0474221809298106,0.0991974616563409
1000,0.148472483985756,0.0492750223294156,1,0.0505011459996159,0.0991974616563409
1000,0.0938189997447642,-0.0053784619115767,1,0.024090302788811,0.0991974616563409
1000,0.107757099163985,0.00855963750764416,1,0.0338200883236922,0.0991974616563409
1000,0.230643883247126,0.131446421590786,0,0.0502099928350308,0.0991974616563409
1000,0.134865503736301,0.0356680420799603,1,0.0470273562500944,0.0991974616563409
1000,0.171328519819045,0.0721310581627039,1,0.0379778990551628,0.0991974616563409
1000,0.118750998899756,0.0195535372434156,1,0.0267000613245703,0.0991974616563409
1000,0.151105866365149,0.0519084047088085,1,0.0496607326909505,0.0991974616563409
1000,0.0971179259036138,-0.00207953575272707,1,0.0312715931118034,0.0991974616563409
1000,0.157489401683533,0.0582919400271923,1,0.0460715411787037,0.0991974616563409
1000,0.117605107244973,0.0184076455886326,1,0.0325042486701981,0.0991974616563409
1000,0.128638974042036,0.029441512385695,1,0.0393228345158664,0.0991974616563409
1000,0.154223065985582,0.055025604329241,1,0.0331993456355342,0.0991974616563409
1000,0.0721956740144304,-0.0270017876419105,1,0.0386601850778877,0.0991974616563409
1000,0.119963295499122,0.0207658338427811,1,0.0451487548291915,0.0991974616563409
1000,0.12586680787718,0.0266693462208393,1,0.0404200819650101,0.0991974616563409
1000,0.170816795751077,0.0716193340947359,1,0.0423905786241851,0.0991974616563409
1000,0.121513290291822,0.0223158286354808,1,0.0500848256082934,0.0991974616563409
1000,0.12148827106558,0.0222908094092395,1,0.0334870831348466,0.0991974616563409
1000,0.0599990553436564,-0.0391984063126845,1,0.0468694087279381,0.0991974616563409
1000,0.14016060367982,0.0409631420234796,1,0.0367913192267504,0.0991974616563409
1000,0.16083337306819,0.061635911411849,0,0.0302930462476022,0.0991974616563409
1000,0.116515982519848,0.0173185208635071,1,0.025205339445386,0.0991974616563409
1000,0.118270459445215,0.0190729977888738,1,0.0279569549526735,0.0991974616563409
1000,0.133828717892652,0.0346312562363108,1,0.0444442076568373,0.0991974616563409
1000,0.0776928269528904,-0.0215046347034504,1,0.0419740678135051,0.0991974616563409
1000,0.176605351473087,0.0774078898167463,0,0.0372994097125564,0.0991974616563409
1000,0.17893011365061,0.0797326519942689,0,0.0355688006337062,0.0991974616563409
1000,0.0735735682218198,-0.025623893434521,1,0.0265234192640205,0.0991974616563409
1000,0.112059003308664,0.0128615416523228,1,0.0378072843225043,0.0991974616563409
1000,0.105626146580498,0.0064286849241576,1,0.0349312968740821,0.0991974616563409
1000,0.101874872473889,0.00267741081754858,1,0.0334752263668953,0.0991974616563409
1000,0.0823436710133962,-0.0168537906429446,1,0.020850741542539,0.0991974616563409
1000,0.177259768761279,0.0780623071049384,0,0.0249191328499337,0.0991974616563409
1000,0.0780817391429747,-0.0211157225133662,1,0.0300787077549048,0.0991974616563409
1000,0.112167792665298,0.0129703310089574,1,0.0285107915670415,0.0991974616563409
1000,0.0711516049260938,-0.0280458567302471,1,0.0274371941218083,0.0991974616563409
1000,0.125905103972487,0.0267076423161459,1,0.0426340407411815,0.0991974616563409
1000,0.0763056803596408,-0.0228917812967001,1,0.02943053003363,0.0991974616563409
1000,0.0491813162748729,-0.0500161453814679,0,0.0204241150152272,0.0991974616563409
1000,0.0998725174709466,0.000675055814605752,1,0.0385652318043134,0.0991974616563409
1000,0.00105899445375479,-0.0981384672025861,0,0.0500392417576257,0.0991974616563409
1000,0.112804391505681,0.0136069298493401,1,0.02936049639722,0.0991974616563409
1000,0.122728834381585,0.0235313727252444,1,0.0411026730589511,0.0991974616563409
1000,0.140079717924683,0.0408822562683426,1,0.0250201921654032,0.0991974616563409
1000,0.106035410138322,0.0068379484819811,1,0.0279233146054192,0.0991974616563409
1000,0.13793309518642,0.0387356335300792,1,0.0398836503758821,0.0991974616563409
1000,0.0809571024434909,-0.0182403592128499,1,0.0282612673710748,0.0991974616563409
1000,0.0771784127590739,-0.022019048897267,1,0.0308676035583156,0.0991974616563409
1000,0.0914462738116928,-0.00775118784464807,1,0.0225194678307916,0.0991974616563409
1000,0.0916952338597988,-0.00750222779654208,1,0.0241809331510398,0.0991974616563409
1000,0.103614399036087,0.00441693737974652,1,0.0363897954236195,0.0991974616563409
1000,0.16320965979938,0.0640121981430387,1,0.0385260231173044,0.0991974616563409
1000,0.0842567881360916,-0.0149406735202492,1,0.0357849713767176,0.0991974616563409
1000,0.104768659009527,0.0055711973531864,1,0.0390607263089526,0.0991974616563409
1000,0.0895149032988415,-0.00968255835749932,1,0.0259602043219458,0.0991974616563409
1000,0.103947160756245,0.00474969909990386,1,0.0298758297922279,0.0991974616563409
1000,0.0912146390343628,-0.00798282262197803,1,0.0246316116267724,0.0991974616563409
1000,0.0948443035165404,-0.00435315813980047,1,0.0524385354336241,0.0991974616563409
1000,0.104640527284252,0.0054430656279108,1,0.0292337530470542,0.0991974616563409
1000,0.0857522739979211,-0.0134451876584198,1,0.0270946127948557,0.0991974616563409
1000,0.136842615610713,0.0376451539543725,1,0.0295967563875686,0.0991974616563409
1000,0.0619959947079038,-0.037201466948437,1,0.0323899240639533,0.0991974616563409
1000,0.103987502855948,0.00479004119960735,1,0.0331920771583946,0.0991974616563409
1000,0.050897526007459,-0.0482999356488819,1,0.0287719200070109,0.0991974616563409
1000,0.0885538985469093,-0.0106435631094316,1,0.0399085732803016,0.0991974616563409
1000,0.0479244618448028,-0.051272999811538,1,0.0399526103752875,0.0991974616563409
1000,0.0949013205665958,-0.00429614108974502,1,0.0270889920842906,0.0991974616563409
1000,0.104610791401688,0.00541332974534725,1,0.0350640673634471,0.0991974616563409
1000,0.120643784902925,0.0214463232465837,1,0.0508529505910306,0.0991974616563409
1000,0.11385208024344,0.0146546185870995,1,0.0322525686315945,0.0991974616563409
1000,0.119815422208896,0.0206179605525552,1,0.0441691502945856,0.0991974616563409
1000,0.10743184513362,0.00823438347727917,1,0.026078673713307,0.0991974616563409
1000,0.157057628891502,0.0578601672351607,1,0.0418892222621956,0.0991974616563409
1000,0.133943772876119,0.0347463112197786,1,0.0277495844909878,0.0991974616563409
1000,0.14713814184068,0.0479406801843395,1,0.0336410007000347,0.0991974616563409
1000,0.0412056162682408,-0.0579918453881,0,0.0256034738664639,0.0991974616563409
1000,0.122292964236795,0.0230955025804538,1,0.0423402920172293,0.0991974616563409
1000,0.14522346036615,0.0460259987098094,1,0.0366482248159575,0.0991974616563409
1000,0.156487016152435,0.0572895544960939,1,0.0378189529398317,0.0991974616563409
1000,0.0817236695333017,-0.0174737921230392,1,0.0269694998592177,0.0991974616563409
1000,0.159566049016152,0.0603685873598107,1,0.0352396235558499,0.0991974616563409
1000,0.11380261556676,0.0146051539104193,1,0.0417550388731819,0.0991974616563409
1000,0.109590071109539,0.0103926094531986,1,0.0258788537666571,0.0991974616563409
1000,0.113486109611209,0.0142886479548677,1,0.0478891775888103,0.0991974616563409
1000,0.138167101716706,0.0389696400603647,1,0.0438811587743437,0.0991974616563409
1000,0.160887831839179,0.0616903701828379,1,0.0396141717246503,0.0991974616563409
1000,0.0965915043618229,-0.00260595729451796,1,0.0301554007014254,0.0991974616563409
1000,0.137190102930625,0.0379926412742846,1,0.0450467458801551,0.0991974616563409
1000,0.225796055685258,0.126598594028917,0,0.0456221836579764,0.0991974616563409
