"n","llf","llf.bias","llf.cr","llf.se","truth"
1000,2.29853717898884,-2.15335282101116,1,2.87563289039146,4.45189
1000,2.94836950953644,-1.50352049046356,1,2.78663336766199,4.45189
1000,3.15190444641389,-1.2999855535861,1,2.89109415844646,4.45189
1000,-1.08885635748426,-5.54074635748426,1,4.28097182741555,4.45189
1000,0.626116565914998,-3.825773434085,1,2.95468821228283,4.45189
1000,-0.288408954673066,-4.74029895467307,1,3.05614668610843,4.45189
1000,4.27919500618714,-0.172694993812861,1,2.86915798682722,4.45189
1000,4.58879939024393,0.136909390243936,1,3.22610951176171,4.45189
1000,9.00447034040826,4.55258034040826,1,2.42610407653431,4.45189
1000,4.14567707811447,-0.306212921885525,1,3.02509602469298,4.45189
1000,3.61614197658353,-0.835748023416471,1,3.88687097489279,4.45189
1000,0.86538127291719,-3.58650872708281,1,3.55194532319891,4.45189
1000,9.00115951816741,4.54926951816741,1,2.72053317076049,4.45189
1000,10.0099826010027,5.55809260100268,0,2.81193789639944,4.45189
1000,0.907212363098161,-3.54467763690184,1,2.92010117701472,4.45189
1000,-2.99408179353427,-7.44597179353427,1,4.22238596129238,4.45189
1000,4.46715207468958,0.0152620746895806,1,3.46614619359097,4.45189
1000,3.10917345257288,-1.34271654742712,1,3.13395532369464,4.45189
1000,0.924332830431183,-3.52755716956882,1,3.58760644619775,4.45189
1000,5.11942412163294,0.66753412163294,1,3.07218956922891,4.45189
1000,2.20991761385228,-2.24197238614772,1,2.59746732934284,4.45189
1000,9.35350142697596,4.90161142697596,1,3.14818114801646,4.45189
1000,2.37399295530842,-2.07789704469157,1,3.4112761821221,4.45189
1000,5.98287127431909,1.5309812743191,1,3.99689372810509,4.45189
1000,5.40028718210397,0.948397182103967,1,3.66771641638544,4.45189
1000,-5.53742087824082,-9.98931087824081,0,4.78306570457059,4.45189
1000,4.05025411778684,-0.401635882213156,1,2.74208171170295,4.45189
1000,9.61400223551001,5.16211223551002,1,3.59897620952345,4.45189
1000,-1.19574560006813,-5.64763560006813,1,2.95048736000575,4.45189
1000,1.59229758181601,-2.85959241818399,1,3.17730305597934,4.45189
1000,4.39042407239291,-0.0614659276070881,1,3.0820434236368,4.45189
1000,3.98038901089622,-0.471500989103774,1,3.25852448769066,4.45189
1000,5.23633807975504,0.784448079755037,1,2.99560628619533,4.45189
1000,3.57393694722205,-0.877953052777947,1,3.79632211801613,4.45189
1000,4.18484321762892,-0.267046782371082,1,1.97498672000528,4.45189
1000,-4.34281595085651,-8.79470595085651,1,5.04520702657596,4.45189
1000,-0.193882752536297,-4.6457727525363,1,4.07905809992423,4.45189
1000,1.96302079204438,-2.48886920795562,1,2.63330476560187,4.45189
1000,0.9502109704124,-3.5016790295876,1,3.53457624438799,4.45189
1000,0.00949059306270073,-4.4423994069373,1,3.17294112483015,4.45189
1000,2.78163560163028,-1.67025439836972,1,4.12157253888438,4.45189
1000,-1.1149774477371,-5.5668674477371,1,3.52003587658044,4.45189
1000,9.80144472604842,5.34955472604842,0,2.38086679400086,4.45189
1000,5.63680528112233,1.18491528112233,1,2.76781312190237,4.45189
1000,0.262872458615114,-4.18901754138489,1,3.85685144300656,4.45189
1000,3.2754456994429,-1.1764443005571,1,1.97421757728814,4.45189
1000,1.25655400035781,-3.19533599964219,1,2.79659300689502,4.45189
1000,6.36986990031826,1.91797990031827,1,2.81647003924486,4.45189
1000,6.36275290022734,1.91086290022734,1,2.85966027992301,4.45189
1000,3.56287750437207,-0.889012495627931,1,3.0621053157547,4.45189
1000,-1.01109198996283,-5.46298198996283,1,3.75967455073396,4.45189
1000,8.63196175823805,4.18007175823805,1,3.71460887369981,4.45189
1000,-1.99665115537337,-6.44854115537337,0,3.22943188035318,4.45189
1000,-1.22263707460223,-5.67452707460222,1,4.20865343598224,4.45189
1000,4.53397942333257,0.0820894233325689,1,3.31173451675838,4.45189
1000,4.16590727105822,-0.285982728941782,1,2.84576635862949,4.45189
1000,12.0742738250508,7.62238382505083,1,4.3758793322952,4.45189
1000,3.80560592335657,-0.646284076643425,1,3.96681176447936,4.45189
1000,4.27342462273525,-0.17846537726475,1,3.22565707711461,4.45189
1000,-0.244543436139878,-4.69643343613988,1,3.63902700249687,4.45189
1000,0.507508349958584,-3.94438165004141,1,2.89095870535774,4.45189
1000,2.79183259677846,-1.66005740322154,1,2.66528879104798,4.45189
1000,-1.99536574807507,-6.44725574807507,1,3.67040547818376,4.45189
1000,1.22340267976579,-3.22848732023421,1,2.2439412672764,4.45189
1000,1.5045509920102,-2.9473390079898,1,3.592402838435,4.45189
1000,3.92765258696917,-0.524237413030825,1,3.9465004542941,4.45189
1000,6.98207174435692,2.53018174435692,1,3.13673378552663,4.45189
1000,0.533397738876246,-3.91849226112375,1,3.09206013679325,4.45189
1000,6.14791020976664,1.69602020976664,1,2.55833083777492,4.45189
1000,0.417607233408901,-4.0342827665911,1,3.70417913743227,4.45189
1000,3.80453508741128,-0.647354912588717,1,3.31169169662597,4.45189
1000,-2.80194239835795,-7.25383239835795,0,3.52080060696812,4.45189
1000,5.23119545770701,0.779305457707011,1,2.44902991382207,4.45189
1000,0.652796629023143,-3.79909337097686,1,3.73255002156487,4.45189
1000,0.135129501433234,-4.31676049856677,1,3.30671086225332,4.45189
1000,1.38277759600376,-3.06911240399624,1,3.86548829119033,4.45189
1000,4.62522397202512,0.173333972025119,1,3.63301539684417,4.45189
1000,-0.177892579824935,-4.62978257982493,1,3.46328966535439,4.45189
1000,4.37283081794826,-0.0790591820517363,1,3.49923840443802,4.45189
1000,10.2186116280372,5.76672162803717,1,3.38012823663874,4.45189
1000,4.65137432489703,0.199484324897035,1,4.35467005514666,4.45189
1000,2.88995263733517,-1.56193736266483,1,2.85238117250003,4.45189
1000,6.23250624905463,1.78061624905463,1,2.60119125039759,4.45189
1000,0.187793054149971,-4.26409694585003,1,2.96244217757076,4.45189
1000,-0.539885060089119,-4.99177506008912,1,3.18835321310586,4.45189
1000,8.78779736530668,4.33590736530668,1,3.1593734963947,4.45189
1000,7.82835581282584,3.37646581282584,1,3.38691321638367,4.45189
1000,1.79770217749792,-2.65418782250208,1,2.85369155329195,4.45189
1000,9.20227449545314,4.75038449545314,1,2.71788544410368,4.45189
1000,1.32234731103121,-3.12954268896879,1,3.65451815866438,4.45189
1000,4.12769973101755,-0.324190268982449,1,3.04134035493594,4.45189
1000,4.44440527623341,-0.00748472376658782,1,3.19156441750887,4.45189
1000,5.65918826770966,1.20729826770966,1,2.58547164433755,4.45189
1000,7.10983435539877,2.65794435539877,1,3.08048361679496,4.45189
1000,3.36232945725116,-1.08956054274883,1,5.03393211904604,4.45189
1000,0.690216581195692,-3.76167341880431,1,7.83316847784126,4.45189
1000,2.3024179161248,-2.1494720838752,1,3.09791168823382,4.45189
1000,3.71276641136595,-0.739123588634044,1,3.12811696196869,4.45189
1000,2.14909982562194,-2.30279017437806,1,3.48768104439506,4.45189
1000,8.59937514641263,4.14748514641263,1,3.58895978662385,4.45189
1000,-4.18792896495906,-8.63981896495905,0,4.14103511721152,4.45189
1000,11.6391382824391,7.1872482824391,0,3.32915812524444,4.45189
1000,9.01728985011094,4.56539985011094,0,2.23503001841848,4.45189
1000,1.86219698496446,-2.58969301503554,1,2.73180899789751,4.45189
1000,3.95127498643573,-0.500615013564271,1,3.31395484895332,4.45189
1000,2.22444101352784,-2.22744898647216,1,3.30244962003724,4.45189
1000,4.94211973451953,0.490229734519531,1,2.51546340091424,4.45189
1000,11.0486108928777,6.59672089287771,0,2.98760841424639,4.45189
1000,2.05151254499412,-2.40037745500588,1,4.58832135321851,4.45189
1000,6.13685001370042,1.68496001370042,1,2.83747478771361,4.45189
1000,6.84379393702653,2.39190393702653,1,3.34115332036699,4.45189
1000,4.28813189964737,-0.163758100352631,1,3.75397986140287,4.45189
1000,5.37633936704262,0.924449367042619,1,4.03859519125776,4.45189
1000,8.65149575812756,4.19960575812756,1,2.78376677708741,4.45189
1000,3.69442686116995,-0.757463138830047,1,3.00912852870889,4.45189
1000,7.01901083934968,2.56712083934968,1,3.00236760682676,4.45189
1000,6.67526416484003,2.22337416484003,1,3.04882385206743,4.45189
1000,5.53867446553746,1.08678446553746,1,2.98933421181193,4.45189
1000,3.10491487711784,-1.34697512288216,1,2.8858905974167,4.45189
1000,9.8922298622921,5.4403398622921,1,3.20652463840433,4.45189
1000,2.78639857210108,-1.66549142789892,1,3.16957283621149,4.45189
1000,6.31682439848328,1.86493439848328,1,2.40110439289266,4.45189
1000,14.8194066154184,10.3675166154184,0,4.7577230059695,4.45189
1000,-0.44648003601494,-4.89837003601494,1,3.49197958415598,4.45189
1000,7.09700059260785,2.64511059260785,1,2.20675575320801,4.45189
1000,5.76636674446078,1.31447674446078,1,4.68993803968514,4.45189
1000,3.37385609526608,-1.07803390473391,1,4.17588228949261,4.45189
1000,0.249125595283878,-4.20276440471612,1,2.93518522313223,4.45189
1000,5.62955343748106,1.17766343748107,1,3.09732641867142,4.45189
1000,-1.37382620661128,-5.82571620661128,1,4.05292070641431,4.45189
1000,11.0683654897924,6.61647548979239,0,2.88360164623876,4.45189
1000,0.381337290639998,-4.07055270936,1,2.86388611930365,4.45189
1000,2.38614459994721,-2.06574540005279,1,3.70685441831333,4.45189
