"n","llf","llf.bias","llf.cr","llf.se","truth"
1000,0.172294336016518,0.136664336016518,1,0.0842761997398238,0.0356299999999999
1000,0.00371088505227879,-0.0319191149477211,1,0.0696400784603682,0.0356299999999999
1000,0.073903980742817,0.0382739807428171,1,0.0782885111905392,0.0356299999999999
1000,0.0305975245869157,-0.00503247541308427,1,0.0527973883466785,0.0356299999999999
1000,0.0257710428404966,-0.00985895715950336,1,0.0548295111209121,0.0356299999999999
1000,0.1710607912464,0.1354307912464,1,0.0896813954889582,0.0356299999999999
1000,0.094891824640486,0.059261824640486,1,0.0753482396170179,0.0356299999999999
1000,0.127041855449266,0.0914118554492658,1,0.0686233359957847,0.0356299999999999
1000,-0.0230550068288438,-0.0586850068288437,1,0.114220392127438,0.0356299999999999
1000,0.044999530512288,0.00936953051228806,1,0.0616240303559184,0.0356299999999999
1000,0.104156122256037,0.0685261222560373,1,0.0613240225069891,0.0356299999999999
1000,0.0615815512023067,0.0259515512023067,1,0.0679939897122033,0.0356299999999999
1000,0.0700786636099525,0.0344486636099526,1,0.0726475160638236,0.0356299999999999
1000,0.206636446365341,0.171006446365341,0,0.0564971966812419,0.0356299999999999
1000,0.108734398932434,0.0731043989324341,1,0.0587697559607255,0.0356299999999999
1000,0.117626039457654,0.0819960394576543,1,0.0596671151366267,0.0356299999999999
1000,0.080287234114004,0.044657234114004,1,0.0921334379615783,0.0356299999999999
1000,0.077772430680848,0.0421424306808481,1,0.0578375071605195,0.0356299999999999
1000,0.204949975048726,0.169319975048726,1,0.0921246329285847,0.0356299999999999
1000,0.0491930544828673,0.0135630544828673,1,0.0720232724515575,0.0356299999999999
1000,-0.0624477431333745,-0.0980777431333745,1,0.0829890931807755,0.0356299999999999
1000,0.175901436535588,0.140271436535588,0,0.0420020550192853,0.0356299999999999
1000,0.0468804128923773,0.0112504128923774,1,0.0720918499746105,0.0356299999999999
1000,0.18065765588025,0.14502765588025,1,0.0979957921558459,0.0356299999999999
1000,-0.192330947274239,-0.227960947274239,0,0.0598786758075761,0.0356299999999999
1000,0.211037222114065,0.175407222114065,0,0.0797046102317407,0.0356299999999999
1000,0.167858213785606,0.132228213785606,0,0.0593514749898363,0.0356299999999999
1000,0.0327833490412206,-0.00284665095877934,1,0.102494740313134,0.0356299999999999
1000,0.150799903571067,0.115169903571067,1,0.0988032009645578,0.0356299999999999
1000,0.0740158446621552,0.0383858446621552,1,0.0606147585176609,0.0356299999999999
1000,0.0148357664122086,-0.0207942335877913,1,0.0737534933304738,0.0356299999999999
1000,0.0450626476059595,0.00943264760595952,1,0.0466368262780705,0.0356299999999999
1000,0.0492115411908673,0.0135815411908674,1,0.131779822206521,0.0356299999999999
1000,0.0515039382533796,0.0158739382533797,1,0.0363183758173647,0.0356299999999999
1000,-0.00431982445736478,-0.0399498244573647,0,0.0179605545497017,0.0356299999999999
